1309,  113001,  completed,  eof,  2014-06-14 05:35:15,  2014-06-14 05:35:18,  3,  modelParams|sensorParams|encoders|mad:n_56.modelParams|clParams|alpha_0.00478293654063.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0875085284434,  500,  56,  0.00478293654063,  9,  12,  1,  28,  0.0875085284434,  11.8307335239,  11.4116263379, 
1309,  113002,  completed,  eof,  2014-06-14 05:35:16,  2014-06-14 05:35:18,  2,  modelParams|sensorParams|encoders|mad:n_29.modelParams|clParams|alpha_0.0124686659357.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0910115485031,  500,  29,  0.0124686659357,  9,  12,  2,  28,  0.0910115485031,  11.8418498654,  11.4223488798, 
1309,  113003,  completed,  eof,  2014-06-14 05:35:17,  2014-06-14 05:35:20,  3,  modelParams|sensorParams|encoders|mad:n_84.modelParams|clParams|alpha_0.00979571203402.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0941142234132,  500,  84,  0.00979571203402,  9,  12,  1,  28,  0.0941142234132,  11.8444075966,  11.4248160026, 
1309,  113004,  completed,  eof,  2014-06-14 05:35:18,  2014-06-14 05:35:20,  2,  modelParams|sensorParams|encoders|mad:n_22.modelParams|clParams|alpha_0.0141444991029.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|spParams|synPermInactiveDec_0.0851883463259,  500,  22,  0.0141444991029,  9,  13,  1,  52,  0.0851883463259,  14.1536046951,  13.6522091203, 
1309,  113005,  completed,  eof,  2014-06-14 05:35:18,  2014-06-14 05:35:21,  3,  modelParams|sensorParams|encoders|mad:n_62.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.098229175599,  500,  62,  0.0001,  9,  12,  2,  28,  0.098229175599,  11.8779036634,  11.4571254615, 
1309,  113006,  completed,  eof,  2014-06-14 05:35:18,  2014-06-14 05:35:21,  3,  modelParams|sensorParams|encoders|mad:n_22.modelParams|clParams|alpha_0.0055273931976.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0867001391988,  500,  22,  0.0055273931976,  9,  12,  1,  28,  0.0867001391988,  11.8294759704,  11.4104133337, 
1309,  113007,  completed,  eof,  2014-06-14 05:35:20,  2014-06-14 05:35:23,  3,  modelParams|sensorParams|encoders|mad:n_51.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|spParams|synPermInactiveDec_0.0936180573571,  500,  51,  0.0001,  9,  13,  1,  52,  0.0936180573571,  14.111150688,  13.6112590588, 
1309,  113008,  completed,  eof,  2014-06-14 05:35:20,  2014-06-14 05:35:23,  3,  modelParams|sensorParams|encoders|mad:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  500,  22,  0.0001,  9,  12,  1,  28,  0.1,  11.8294759704,  11.4104133337, 
1309,  113009,  completed,  killed,  2014-06-14 05:35:21,  2014-06-14 05:35:23,  2,  modelParams|sensorParams|encoders|mad:n_22.modelParams|clParams|alpha_0.000765397800653.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0991634604564,  400,  22,  0.000765397800653,  9,  12,  1,  28,  0.0991634604564,  11.9914049018,  11.8065160102, 
1309,  113010,  completed,  killed,  2014-06-14 05:35:21,  2014-06-14 05:35:23,  2,  modelParams|sensorParams|encoders|mad:n_103.modelParams|clParams|alpha_0.0161525281973.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_97.modelParams|spParams|synPermInactiveDec_0.0860672718591,  250,  103,  0.0161525281973,  9,  13,  2,  97,  0.0860672718591,  12.8098200959,  12.7897683746, 
